ID,pass_bar,lsat,ugpa,DOB_yr,grad,fulltime,parttime,fam_inc,race,gender,bar,index6040,indxgrp
17210,1,29.0,2.8,59,1,1,0,4,1,1,0,579.9999869999998,3
17211,1,38.0,3.5,68,1,1,0,4,4,1,0,792.1052440000002,6
17212,1,38.0,3.4,70,1,1,0,4,4,0,0,782.1052440000002,6
17213,1,33.0,3.7,69,1,1,0,4,4,0,0,733.157879,6
17214,1,37.0,3.0,67,1,1,0,4,4,0,0,726.315771,6
17215,1,33.0,2.9,69,1,1,0,4,4,1,0,653.157879,5
17216,1,34.5,2.8,62,1,1,0,3,4,0,0,666.8420884999998,5
17217,1,33.0,3.2,68,1,1,0,3,4,1,0,683.157879,5
17218,1,33.5,3.2,67,1,1,0,4,4,1,0,691.0526155,5
17219,1,40.0,3.7,69,1,1,0,4,4,1,0,843.6841900000003,6
17220,1,29.0,3.4,69,1,1,0,4,4,1,0,639.9999869999998,4
17222,1,41.0,2.2,62,1,1,0,5,4,0,0,709.473663,6
17223,1,41.0,3.1,68,1,1,0,5,4,1,0,799.473663,6
17224,1,29.5,2.8,68,1,1,0,4,4,1,0,587.8947234999998,4
17225,1,34.0,3.7,70,1,1,0,4,4,0,0,748.9473519999998,6
17226,0,37.0,2.5,44,0,1,0,4,4,1,2,676.315771,5
17228,1,35.0,3.1,67,1,1,0,2,4,1,0,704.736825,6
17229,1,39.0,3.6,69,1,1,0,4,4,0,0,817.894717,6
17230,1,42.0,2.9,61,1,1,0,4,4,0,0,795.2631359999997,6
17231,1,20.0,3.1,69,1,2,1,2,1,1,0,467.89473,2
17232,1,20.0,3.1,68,1,1,0,3,1,1,1,467.89473,2
17233,1,39.0,2.3,66,1,1,0,3,1,1,1,687.8947169999999,5
17235,1,34.0,3.1,56,1,2,1,1,4,1,0,688.9473519999998,5
17236,1,45.0,3.7,69,1,1,0,4,4,0,0,922.631555,6
17237,1,43.0,3.2,67,1,1,0,4,4,0,0,841.052609,6
17238,1,31.3,3.7,64,1,1,0,2,2,0,0,706.3157749000003,6
17240,1,30.0,3.4,69,1,1,0,3,4,1,0,655.78946,5
17241,1,31.5,3.2,62,1,1,0,3,4,0,0,659.4736695,5
17242,1,42.0,2.6,67,1,1,0,4,4,1,0,765.263136,6
17243,1,37.0,3.5,67,1,1,0,4,4,0,0,776.315771,6
17244,1,37.0,3.6,69,1,1,0,3,4,0,0,786.315771,6
17245,1,33.0,3.2,67,1,1,0,4,4,0,1,683.157879,5
17247,1,38.0,3.0,62,1,1,0,2,4,0,0,742.1052440000002,6
17248,1,34.0,3.2,65,1,1,0,4,4,0,0,698.9473519999998,5
17249,1,32.0,3.5,69,1,1,0,4,4,0,0,697.3684059999998,5
17250,1,40.0,3.8,67,1,1,0,5,4,1,0,853.6841900000002,6
17251,1,29.5,2.7,67,1,1,0,4,0,1,0,577.8947235,3
17252,1,42.0,3.7,69,1,1,0,4,4,0,0,875.2631359999998,6
17253,1,36.0,2.8,68,1,1,0,3,4,0,0,690.526298,5
17254,1,39.0,2.9,66,1,1,0,3,4,1,0,747.8947169999999,6
17255,1,40.0,3.4,68,1,1,0,3,4,1,0,813.6841900000002,6
17256,1,38.0,3.6,69,1,1,0,3,4,0,0,802.1052440000002,6
17259,1,45.0,2.8,69,1,1,0,3,4,0,0,832.6315549999997,6
17262,1,37.0,3.5,65,1,1,0,3,4,0,0,776.315771,6
17263,1,43.0,3.8,69,1,1,0,4,4,0,0,901.052609,6
17264,1,33.0,3.5,69,1,1,0,4,4,0,0,713.157879,6
17265,1,22.0,3.3,66,1,1,0,3,1,0,0,519.473676,2
17266,1,42.0,3.0,68,1,1,0,3,4,0,0,805.263136,6
17267,1,32.0,3.1,68,1,1,0,4,4,1,0,657.3684059999998,5
17268,1,34.0,2.9,68,1,1,0,3,4,1,0,668.9473519999998,5
17269,1,45.0,3.5,69,1,2,1,3,4,1,0,902.631555,6
17270,1,36.0,3.4,63,1,1,0,4,4,0,0,750.526298,6
17271,1,48.0,3.9,69,1,1,0,4,4,1,0,989.999974,6
17272,1,42.0,3.3,68,1,1,0,3,4,0,0,835.2631359999997,6
17273,1,36.0,2.2,63,1,1,0,3,4,1,0,630.526298,4
17274,1,48.0,3.6,66,1,1,0,4,4,0,0,959.999974,6
17275,1,38.0,3.1,67,1,1,0,4,3,0,0,752.1052440000002,6
17276,1,38.0,2.1,46,1,1,0,5,4,0,1,652.1052440000002,5
17277,1,43.0,3.6,68,1,1,0,4,4,1,0,881.052609,6
17278,1,36.0,3.7,70,1,1,0,3,4,0,0,780.526298,6
17279,0,20.5,2.7,62,1,1,0,3,1,1,2,435.7894665,1
17280,1,38.0,3.4,62,1,1,0,1,4,0,0,782.1052440000002,6
17281,1,46.0,3.7,67,1,1,0,3,4,1,0,938.421028,6
17283,1,34.0,3.2,69,1,1,0,3,4,1,0,698.9473519999998,5
17284,1,37.0,3.0,69,1,1,0,4,4,1,0,726.315771,6
17285,1,39.0,3.6,64,1,1,0,1,4,0,0,817.894717,6
17286,1,45.0,3.7,67,1,1,0,4,4,1,0,922.631555,6
17287,0,29.0,2.6,65,1,2,1,3,2,1,2,559.999987,3
17288,1,38.0,3.6,68,1,1,0,3,4,1,0,802.1052440000002,6
17289,1,40.0,3.0,69,1,1,0,4,4,1,0,773.6841900000002,6
17291,1,42.0,3.7,68,1,1,0,4,0,0,0,875.2631359999998,6
17292,1,30.5,3.2,67,1,1,0,4,4,0,0,643.6841965,5
17293,1,35.0,3.6,67,1,1,0,4,4,1,1,754.736825,6
17294,1,34.5,3.3,67,1,1,0,3,4,0,0,716.8420884999997,6
17295,1,37.0,3.2,68,1,1,0,4,4,1,0,746.315771,6
17296,1,41.0,3.4,58,1,1,0,1,4,1,0,829.473663,6
17298,1,33.0,2.6,45,1,1,0,3,4,1,0,623.157879,4
17299,1,35.0,3.2,69,1,1,0,4,4,0,0,714.736825,6
17300,1,34.0,3.1,66,1,1,0,3,4,0,0,688.9473519999998,5
17301,1,41.0,3.3,69,1,1,0,3,4,1,0,819.473663,6
17302,1,40.0,3.3,64,1,1,0,4,4,1,0,803.6841900000002,6
17303,1,42.0,3.1,69,1,1,0,2,4,1,0,815.263136,6
17304,1,37.0,3.0,65,1,1,0,4,4,1,0,726.315771,6
17305,1,43.0,3.7,70,1,1,0,4,4,1,0,891.052609,6
17306,1,39.0,3.4,62,1,1,0,3,1,0,0,797.8947169999999,6
17307,1,34.0,3.0,61,1,2,1,2,4,0,1,678.9473519999998,5
17308,1,25.0,2.7,64,1,1,0,2,1,0,0,506.84209500000003,2
17309,1,36.0,3.0,69,1,1,0,4,4,1,0,710.526298,6
17310,1,26.0,3.3,46,1,1,0,3,4,0,0,582.631568,4
17311,1,48.0,3.9,69,1,1,0,4,4,1,0,989.999974,6
17312,0,21.0,2.9,68,1,1,0,4,1,0,2,463.684203,2
17313,1,39.0,3.8,61,1,1,0,3,4,1,0,837.8947169999999,6
17314,1,32.0,3.5,69,1,1,0,3,1,0,0,697.3684059999998,5
17315,1,45.0,3.9,69,1,1,0,4,4,1,0,942.631555,6
17318,1,45.0,3.6,69,1,1,0,3,4,1,0,912.631555,6
17319,1,31.0,2.5,69,1,1,0,4,2,1,1,581.578933,4
17320,1,34.0,3.4,68,1,1,0,4,4,0,0,718.9473519999997,6
17321,1,42.0,3.0,68,1,1,0,2,1,1,0,805.263136,6
17322,1,39.0,3.3,67,1,1,0,3,4,1,0,787.8947169999999,6
17323,1,34.0,3.7,69,1,1,0,3,4,1,0,748.9473519999998,6
17324,1,40.0,3.2,69,1,1,0,4,4,0,1,793.6841900000003,6
17325,1,19.5,3.4,67,1,1,0,4,4,1,0,489.99999349999996,2
17327,1,34.0,2.7,66,1,1,0,3,1,1,1,648.9473519999998,5
17328,1,35.0,3.2,68,1,1,0,3,4,1,0,714.736825,6
17329,1,43.0,3.9,69,1,1,0,4,4,1,0,911.052609,6
17330,1,44.0,3.6,67,1,1,0,2,4,1,0,896.842082,6
17331,1,38.0,3.6,61,1,1,0,5,4,1,0,802.1052440000002,6
17333,1,42.0,3.5,69,1,1,0,4,4,0,0,855.2631359999998,6
17336,1,35.0,2.8,67,1,1,0,4,0,1,0,674.736825,5
17337,1,33.0,3.4,69,1,1,0,4,0,1,0,703.157879,6
17338,1,31.0,2.9,66,1,1,0,5,4,1,0,621.578933,4
17339,1,40.0,3.3,64,1,1,0,1,4,0,0,803.6841900000002,6
17340,1,39.0,3.5,69,1,1,0,4,4,1,0,807.8947169999999,6
17341,1,41.5,3.6,67,1,1,0,5,4,0,0,857.3683994999999,6
17342,1,35.0,2.7,67,1,1,0,4,4,1,0,664.736825,5
17343,1,38.0,3.4,69,1,1,0,3,4,0,0,782.1052440000002,6
17344,1,45.0,3.1,69,1,1,0,4,4,1,0,862.6315549999997,6
17345,1,42.0,4.0,70,1,1,0,4,4,0,0,905.263136,6
17346,1,34.0,3.1,69,1,1,0,3,4,0,0,688.9473519999998,5
17347,1,37.0,3.9,66,1,1,0,4,3,0,0,816.3157709999997,6
17348,1,46.0,2.9,58,1,1,0,3,4,1,0,858.421028,6
17350,1,35.0,2.8,62,1,1,0,4,4,0,0,674.736825,5
17351,1,35.0,2.4,66,1,1,0,4,4,1,0,634.736825,4
17352,1,42.0,3.2,65,1,1,0,3,4,0,0,825.263136,6
17353,1,27.5,3.1,68,1,1,0,4,4,1,0,586.3157775000002,4
17356,1,48.0,3.7,69,1,1,0,5,4,1,0,969.999974,6
17358,1,32.0,2.7,65,1,1,0,2,2,1,0,617.3684059999998,4
17359,1,39.0,3.5,67,1,1,0,3,4,0,0,807.8947169999999,6
17360,1,42.0,3.9,69,1,1,0,4,4,0,0,895.2631359999997,6
17361,0,29.0,4.0,62,1,1,0,2,2,0,2,699.9999869999997,5
17362,1,39.0,3.8,69,1,1,0,4,4,1,0,837.8947169999999,6
17363,1,47.0,3.1,62,1,1,0,3,4,0,0,894.210501,6
17364,1,42.0,3.1,69,1,1,0,4,4,1,0,815.263136,6
17365,1,41.0,2.5,69,1,1,0,4,4,1,0,739.473663,6
17367,1,37.0,3.5,66,1,1,0,4,4,0,1,776.315771,6
17368,1,41.0,3.8,69,1,1,0,3,4,1,0,869.4736630000001,6
17369,1,39.5,3.4,67,1,1,0,3,4,0,0,805.7894534999997,6
17370,1,32.5,3.3,66,1,1,0,3,4,1,1,685.2631425,5
17371,1,35.0,3.6,58,1,1,0,3,4,1,0,754.736825,6
17372,1,44.0,2.0,64,1,1,0,4,4,1,0,736.842082,6
17373,1,37.0,3.3,52,1,2,1,3,4,1,0,756.3157709999997,6
17374,1,45.0,3.3,68,1,1,0,4,4,1,0,882.6315549999997,6
17377,1,45.0,3.5,65,1,1,0,3,4,1,0,902.631555,6
17378,1,45.0,3.4,69,1,1,0,3,4,1,0,892.6315549999997,6
17379,1,41.0,2.6,67,1,1,0,4,4,1,0,749.473663,6
17380,1,37.0,3.4,67,1,1,0,3,4,0,0,766.3157709999997,6
17381,1,46.0,3.5,68,1,1,0,4,4,1,0,918.421028,6
17382,1,39.0,2.6,56,1,1,0,4,4,0,0,717.894717,6
17383,1,44.0,3.0,68,1,1,0,4,4,0,0,836.842082,6
17384,1,37.0,2.4,65,1,1,0,3,4,0,0,666.3157709999998,5
17385,1,30.0,3.1,68,1,1,0,4,4,1,0,625.78946,4
17386,1,37.0,3.5,64,1,1,0,4,4,0,0,776.315771,6
17387,1,47.0,3.9,69,1,1,0,5,4,1,0,974.210501,6
17389,1,38.0,3.8,68,1,1,0,3,4,1,0,822.1052440000002,6
17390,1,44.0,2.9,59,1,2,1,3,4,0,0,826.842082,6
17391,1,24.0,2.6,69,1,1,0,3,1,0,1,481.052622,2
17392,1,39.0,3.0,69,1,1,0,4,4,1,0,757.8947169999999,6
17393,1,37.0,3.3,68,1,1,0,3,4,1,0,756.3157709999997,6
17394,1,33.0,3.1,68,1,1,0,5,4,1,0,673.157879,5
17395,1,42.0,3.5,66,1,1,0,4,4,0,0,855.2631359999998,6
17396,1,38.0,3.9,71,1,1,0,4,4,0,0,832.1052440000002,6
17398,1,42.0,3.3,68,1,1,0,3,4,1,0,835.2631359999997,6
17399,1,35.0,3.2,69,1,1,0,5,4,1,0,714.736825,6
17400,1,45.0,2.9,66,1,1,0,4,4,1,0,842.6315549999997,6
17405,1,37.0,2.9,67,1,1,0,3,4,1,0,716.3157709999997,6
17407,1,33.5,2.6,66,1,1,0,4,4,1,0,631.0526155,4
17408,1,34.0,3.6,65,1,1,0,4,4,1,0,738.9473519999998,6
17409,1,39.0,3.4,66,1,1,0,3,4,0,0,797.8947169999999,6
17410,1,30.0,3.0,61,1,1,0,3,4,1,0,615.78946,4
17411,1,35.0,3.3,67,1,1,0,4,4,1,0,724.736825,6
17413,1,33.0,2.6,68,1,1,0,3,1,0,0,623.157879,4
17414,1,33.0,3.0,69,1,1,0,4,4,0,0,663.157879,5
17416,1,42.0,2.7,62,1,1,0,4,2,1,0,775.263136,6
17417,1,26.0,2.5,68,1,2,1,5,3,1,0,502.631568,2
17419,1,41.0,3.8,69,1,1,0,3,4,0,0,869.4736630000001,6
17420,1,35.0,3.0,60,1,2,1,2,4,1,0,694.736825,5
17421,1,28.0,2.7,65,1,1,0,3,2,1,1,554.210514,3
17422,1,46.0,3.7,67,1,1,0,3,4,1,0,938.421028,6
17423,1,45.0,3.5,69,1,1,0,3,4,0,0,902.631555,6
17425,1,39.0,3.5,68,1,1,0,4,4,1,0,807.8947169999999,6
17426,1,47.0,3.4,67,1,1,0,3,4,1,0,924.210501,6
17427,1,45.0,2.9,54,1,1,0,5,4,1,0,842.6315549999997,6
17428,1,42.0,3.1,69,1,1,0,3,4,0,0,815.263136,6
17429,1,34.0,3.1,67,1,1,0,3,4,1,0,688.9473519999998,5
17431,1,35.0,3.3,68,1,1,0,3,4,1,0,724.736825,6
17432,1,28.0,2.6,66,1,1,0,3,4,1,1,544.210514,3
17433,1,43.0,2.7,68,1,1,0,4,4,1,0,791.052609,6
17434,1,36.0,3.6,69,1,1,0,2,4,0,0,770.526298,6
17435,1,35.0,3.5,69,1,1,0,4,4,0,0,744.736825,6
17436,1,43.0,2.1,61,1,2,1,4,4,1,0,731.052609,6
17437,1,25.5,2.9,57,1,2,1,2,1,0,0,534.7368315,3
17438,1,39.0,3.9,70,1,1,0,2,2,1,0,847.8947169999999,6
17439,1,38.0,3.3,67,1,1,0,5,4,1,0,772.1052440000002,6
17440,1,41.0,2.6,63,1,1,0,1,4,1,0,749.473663,6
17441,1,39.0,3.9,70,1,1,0,4,4,0,0,847.8947169999999,6
17442,1,39.0,3.3,65,1,1,0,4,4,0,0,787.8947169999999,6
17443,1,30.7,3.7,69,1,1,0,3,4,0,0,696.8420911000002,5
17444,1,31.0,2.6,68,1,1,0,4,0,1,0,591.578933,4
17445,1,43.0,3.1,67,1,1,0,3,4,1,0,831.052609,6
17446,1,47.0,3.5,69,1,1,0,4,4,1,0,934.210501,6
17447,1,43.0,3.6,68,1,1,0,5,4,1,0,881.052609,6
17449,1,46.0,3.6,69,1,1,0,4,4,0,0,928.421028,6
17450,1,42.0,3.7,69,1,1,0,3,4,1,0,875.2631359999998,6
17451,1,43.0,3.6,62,1,1,0,3,4,0,0,881.052609,6
17452,1,38.0,3.3,69,1,1,0,4,4,0,0,772.1052440000002,6
17453,1,34.5,2.9,64,1,2,1,4,4,0,0,676.8420884999998,5
17454,1,30.0,2.6,65,1,1,0,1,1,0,0,575.78946,3
17455,1,35.0,3.7,68,1,1,0,3,4,1,0,764.736825,6
17456,1,32.0,3.5,68,1,1,0,3,0,0,0,697.3684059999998,5
17457,1,35.0,3.4,69,1,1,0,4,4,1,0,734.736825,6
17459,1,30.3,2.8,61,1,2,1,3,4,0,0,600.5263018999998,4
17460,1,40.0,3.9,69,1,1,0,4,4,1,0,863.6841900000002,6
17462,1,35.0,3.6,69,1,1,0,2,0,1,0,754.736825,6
17463,1,43.0,3.1,69,1,1,0,4,4,1,0,831.052609,6
17464,1,39.0,3.0,68,1,1,0,4,4,1,0,757.8947169999999,6
17466,1,39.0,3.5,69,1,1,0,3,4,1,0,807.8947169999999,6
17467,0,34.0,2.6,65,0,1,0,3,0,1,2,638.9473519999998,4
17470,0,34.0,2.6,52,1,2,1,2,4,1,2,638.9473519999998,4
17471,0,37.0,3.0,67,1,1,0,3,4,1,2,726.315771,6
17472,1,33.0,3.5,69,1,1,0,4,4,1,0,713.157879,6
17474,1,36.0,3.0,69,1,1,0,4,2,0,0,710.526298,6
17476,1,36.0,3.0,59,1,1,0,4,4,1,1,710.526298,6
17477,1,34.5,3.8,59,1,2,1,3,4,0,0,766.8420884999997,6
17479,1,36.0,3.3,69,1,1,0,3,4,0,0,740.526298,6
17480,1,39.0,3.4,67,1,1,0,4,4,1,0,797.8947169999999,6
17481,1,35.0,3.9,68,1,1,0,3,4,1,0,784.736825,6
17482,1,36.0,2.7,62,1,1,0,1,2,1,0,680.526298,5
17483,1,40.0,2.7,68,1,1,0,4,4,1,0,743.6841900000003,6
17484,1,34.0,3.0,70,1,1,0,4,4,0,1,678.9473519999998,5
17485,1,32.5,3.4,69,1,1,0,4,4,0,0,695.2631425,5
17486,1,33.0,3.3,65,1,1,0,3,4,0,0,693.157879,5
17487,1,44.0,3.2,67,1,1,0,5,4,1,0,856.842082,6
17488,1,33.0,3.3,46,1,1,0,4,4,0,0,693.157879,5
17490,1,34.0,3.7,69,1,1,0,3,4,1,0,748.9473519999998,6
17491,1,34.5,3.4,68,1,1,0,4,4,1,0,726.8420884999997,6
17492,1,35.0,2.9,64,1,1,0,4,4,1,0,684.736825,5
17493,1,45.0,2.6,48,1,1,0,4,4,1,0,812.6315549999997,6
17494,1,33.0,3.1,69,1,1,0,3,4,0,0,673.157879,5
17496,1,40.0,3.6,68,1,1,0,4,4,1,0,833.6841900000003,6
17498,1,40.5,3.4,63,1,1,0,3,4,1,0,821.5789265,6
17499,1,32.0,3.4,69,1,1,0,4,4,1,1,687.3684059999997,5
17500,1,30.0,3.6,56,1,1,0,2,2,0,0,675.78946,5
17501,1,48.0,3.7,63,1,1,0,5,4,0,0,969.999974,6
17502,1,38.0,3.5,68,1,1,0,4,4,1,0,792.1052440000002,6
17503,1,46.0,3.5,68,1,1,0,4,4,1,0,918.421028,6
17504,0,44.0,3.6,69,1,1,0,3,2,0,2,896.842082,6
17506,1,27.0,2.8,69,1,1,0,3,1,0,1,548.4210410000002,3
17508,1,40.0,3.2,63,1,1,0,4,4,0,0,793.6841900000003,6
17509,1,43.0,3.4,68,1,1,0,4,4,1,0,861.052609,6
17510,1,45.0,3.7,69,1,1,0,4,0,0,0,922.631555,6
17511,1,33.5,2.4,63,1,1,0,4,4,1,0,611.0526155,4
17512,1,40.0,2.8,63,1,1,0,4,4,1,0,753.6841900000002,6
17513,1,30.0,3.8,69,1,1,0,5,4,1,0,695.78946,5
17514,1,33.0,3.4,69,1,1,0,3,4,1,0,703.157879,6
17515,1,40.0,3.2,68,1,1,0,5,4,0,0,793.6841900000003,6
17516,1,36.0,3.0,61,1,1,0,4,4,1,0,710.526298,6
17517,1,40.0,2.5,67,1,1,0,3,4,1,0,723.6841900000002,6
17518,1,28.0,3.4,69,1,2,1,3,4,1,0,624.210514,4
17519,1,34.0,3.0,69,1,1,0,4,4,0,1,678.9473519999998,5
17520,1,36.0,2.5,68,1,1,0,2,4,1,0,660.526298,5
17522,1,36.0,3.3,68,1,1,0,4,4,1,0,740.526298,6
17523,1,39.0,3.3,69,1,1,0,4,4,0,0,787.8947169999999,6
17524,1,35.0,3.3,67,1,1,0,4,4,1,0,724.736825,6
17525,1,41.0,3.0,62,1,1,0,5,4,1,0,789.473663,6
17526,1,33.0,3.4,68,1,1,0,3,4,0,0,703.157879,6
17527,1,29.0,2.9,63,1,1,0,1,4,1,0,589.9999869999998,4
17528,1,41.0,3.7,56,1,1,0,3,4,1,0,859.4736630000001,6
17531,1,44.0,3.5,69,1,1,0,4,4,0,0,886.842082,6
17532,1,17.0,3.6,67,1,1,0,2,1,1,1,470.526311,2
17533,1,44.0,3.1,68,1,1,0,4,4,1,0,846.842082,6
17534,0,28.0,2.8,66,1,1,0,2,2,0,2,564.210514,3
17535,1,38.0,3.0,65,1,1,0,5,4,1,0,742.1052440000002,6
17536,1,32.0,3.2,69,1,1,0,3,4,0,0,667.3684059999998,5
17538,1,37.0,3.1,68,1,1,0,3,4,1,0,736.315771,6
17539,1,41.0,2.4,62,1,1,0,3,4,1,0,729.473663,6
17540,1,36.0,3.6,69,1,1,0,4,4,1,0,770.526298,6
17541,0,34.0,3.9,61,1,1,0,4,4,0,2,768.9473519999997,6
17543,1,35.0,2.5,56,1,1,0,2,4,1,0,644.736825,5
17544,1,37.0,3.3,69,1,1,0,5,4,0,0,756.3157709999997,6
17545,1,42.0,3.8,69,1,1,0,4,4,0,0,885.2631359999997,6
17547,1,40.0,2.3,68,1,1,0,5,4,1,0,703.6841900000002,6
17548,1,37.0,3.1,69,1,1,0,4,4,1,0,736.315771,6
17549,1,41.0,3.0,69,1,1,0,4,4,1,0,789.473663,6
17551,1,38.0,3.2,69,1,1,0,4,4,1,0,762.1052440000002,6
17552,1,32.0,3.3,68,1,1,0,4,4,1,0,677.3684059999998,5
17553,1,35.0,3.4,65,1,1,0,5,4,1,0,734.736825,6
17554,1,39.0,3.4,69,1,1,0,4,1,0,0,797.8947169999999,6
17555,1,37.0,2.7,65,1,1,0,3,4,1,0,696.315771,5
17556,1,31.0,3.1,68,1,1,0,3,3,0,0,641.578933,5
17557,1,33.0,2.6,68,1,1,0,4,1,0,0,623.157879,4
17559,1,35.0,2.5,65,1,1,0,2,4,1,0,644.736825,5
17561,1,44.0,3.5,69,1,1,0,4,4,0,0,886.842082,6
17562,1,29.0,2.8,69,1,1,0,3,4,1,0,579.9999869999998,3
17563,0,28.0,2.1,67,1,1,0,3,2,1,2,494.210514,2
17564,1,44.0,2.1,68,1,1,0,5,4,1,0,746.842082,6
17565,1,35.0,2.8,67,0,1,0,3,4,1,0,674.736825,5
17566,1,41.0,3.8,68,1,1,0,4,4,0,0,869.4736630000001,6
17567,1,44.0,3.5,69,1,1,0,4,2,0,0,886.842082,6
17568,1,38.0,3.0,68,1,1,0,5,4,1,0,742.1052440000002,6
17569,1,35.0,3.8,69,1,1,0,4,4,0,0,774.736825,6
17570,1,44.0,3.7,69,1,1,0,5,4,1,0,906.842082,6
17572,1,38.0,3.5,69,1,1,0,4,4,1,0,792.1052440000002,6
17573,1,31.0,3.1,70,1,1,0,3,0,1,0,641.578933,5
17575,1,35.0,2.9,69,1,1,0,4,4,1,1,684.736825,5
17576,1,45.0,3.4,69,1,1,0,4,4,1,0,892.6315549999997,6
17577,1,36.0,3.4,67,1,1,0,3,4,0,0,750.526298,6
17578,1,37.0,2.9,69,1,1,0,3,4,0,0,716.3157709999997,6
17579,1,32.0,3.2,62,1,1,0,1,1,1,0,667.3684059999998,5
17580,1,39.0,2.5,65,1,1,0,3,4,0,0,707.8947169999999,6
17581,1,37.0,3.0,63,1,1,0,4,4,1,0,726.315771,6
17582,1,45.0,3.7,67,1,1,0,4,4,0,0,922.631555,6
17584,1,44.0,2.8,66,1,1,0,4,4,1,0,816.842082,6
17585,1,40.0,3.7,64,1,1,0,3,4,0,0,843.6841900000003,6
17586,1,37.0,2.4,62,1,1,0,4,4,1,0,666.3157709999998,5
17587,1,34.0,2.5,62,1,2,1,3,2,1,0,628.9473519999998,4
17588,1,37.0,3.6,69,1,1,0,3,4,0,0,786.315771,6
17589,1,44.0,3.0,69,1,1,0,4,4,1,0,836.842082,6
17590,1,41.0,3.1,67,1,1,0,5,4,1,0,799.473663,6
17591,1,28.0,3.5,70,1,1,0,3,1,0,0,634.210514,4
17593,1,29.0,2.9,68,1,1,0,4,4,1,0,589.9999869999998,4
17594,1,40.0,3.4,67,1,1,0,3,4,1,0,813.6841900000002,6
17595,1,39.0,2.0,66,1,1,0,4,4,1,0,657.8947169999999,5
17596,1,31.5,3.5,65,1,1,0,4,4,1,0,689.4736694999997,5
17598,1,46.0,3.9,70,1,1,0,4,4,1,0,958.421028,6
17599,1,30.5,3.3,68,1,1,0,4,4,0,0,653.6841965,5
17600,1,35.0,3.3,61,1,1,0,2,4,0,0,724.736825,6
17601,1,37.0,3.2,66,1,1,0,4,4,1,0,746.315771,6
17602,1,31.0,2.5,67,1,2,1,2,4,1,0,581.578933,4
17603,1,39.0,3.2,68,1,1,0,1,4,1,0,777.894717,6
17604,1,37.0,3.6,66,1,1,0,4,4,1,0,786.315771,6
17605,1,33.0,3.2,68,1,1,0,3,4,1,0,683.157879,5
17606,1,35.0,3.5,69,1,1,0,3,4,1,0,744.736825,6
17607,1,37.0,3.0,57,1,1,0,2,4,1,0,726.315771,6
17608,1,38.0,3.1,68,1,1,0,2,4,0,0,752.1052440000002,6
17609,1,20.5,2.2,67,0,1,0,4,1,1,0,385.7894665,0
17610,1,31.5,2.7,69,1,1,0,4,4,1,0,609.4736695,4
17611,1,41.0,3.0,69,1,1,0,4,4,1,0,789.473663,6
17612,1,39.5,3.1,66,1,1,0,2,4,1,0,775.7894535,6
17613,1,33.0,3.0,67,1,1,0,3,4,1,0,663.157879,5
17614,1,40.0,2.7,61,1,1,0,1,4,1,0,743.6841900000003,6
17615,1,37.0,3.1,68,1,1,0,5,4,1,0,736.315771,6
17617,1,30.0,3.5,67,1,1,0,3,4,1,0,665.78946,5
17618,1,47.0,3.7,66,1,1,0,4,4,1,0,954.210501,6
17619,1,48.0,3.4,68,1,1,0,5,4,1,0,939.999974,6
17621,1,41.0,3.2,67,1,1,0,4,4,0,0,809.473663,6
17622,1,46.0,3.8,64,1,1,0,3,4,1,0,948.421028,6
17623,1,38.0,3.8,69,1,1,0,3,4,1,0,822.1052440000002,6
17624,1,42.0,2.7,61,1,1,0,2,4,1,0,775.263136,6
17625,1,35.0,3.5,57,1,1,0,4,4,0,0,744.736825,6
17626,1,38.0,3.3,68,1,1,0,4,1,0,0,772.1052440000002,6
17627,1,34.0,3.2,57,1,1,0,3,4,1,0,698.9473519999998,5
17628,1,28.0,2.8,59,1,2,1,4,4,0,0,564.210514,3
17629,1,41.0,3.6,57,1,1,0,3,4,1,0,849.4736630000001,6
17630,1,32.0,3.0,61,1,2,1,4,4,1,0,647.3684059999998,5
17631,1,45.0,3.7,69,1,1,0,4,4,0,0,922.631555,6
17632,1,38.0,3.1,68,1,1,0,3,4,1,0,752.1052440000002,6
17633,1,46.0,3.5,68,1,1,0,4,4,1,0,918.421028,6
17634,1,37.0,3.6,65,1,1,0,2,4,0,0,786.315771,6
17635,1,26.3,3.2,66,1,1,0,4,4,0,1,577.3684099000002,3
17636,1,38.0,3.4,60,1,1,0,2,4,0,0,782.1052440000002,6
17638,1,36.0,3.4,53,1,2,1,3,4,1,0,750.526298,6
17640,1,33.7,3.3,67,1,1,0,4,4,1,0,704.2105101,6
17641,1,40.0,2.9,66,1,1,0,2,4,1,0,763.6841900000002,6
17642,1,43.0,3.0,62,1,1,0,4,4,1,0,821.052609,6
17643,1,35.0,3.8,59,1,1,0,3,4,1,0,774.736825,6
17646,1,35.0,3.2,68,1,1,0,5,4,1,0,714.736825,6
17647,1,30.0,2.5,67,1,1,0,3,1,0,1,565.78946,3
17649,1,41.0,3.5,69,1,1,0,4,4,1,0,839.4736630000001,6
17650,0,47.0,3.6,71,1,1,0,3,0,0,2,944.210501,6
17651,1,33.0,3.1,69,1,1,0,4,4,1,0,673.157879,5
17653,1,41.0,3.9,70,1,1,0,4,4,0,0,879.4736630000001,6
17654,1,26.5,3.4,69,1,1,0,2,4,0,1,600.5263044999998,4
17655,1,48.0,3.6,67,1,1,0,4,4,1,0,959.999974,6
