sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,compas_score,did_recid
Male,22,Caucasian,0,0,0,3,(M1),1,1
Male,22,Caucasian,0,0,0,3,(M1),1,1
Male,22,Caucasian,0,0,0,3,(M1),1,1
Male,42,African-American,0,0,0,1,(M1),0,0
Male,25,Caucasian,0,0,0,0,(F3),1,0
Male,26,Hispanic,0,0,0,1,(F3),1,0
Female,28,Caucasian,0,0,0,0,(MO3),1,0
Male,25,African-American,0,0,0,0,(M1),1,1
Male,58,Caucasian,0,0,0,1,(F3),0,0
Male,58,Caucasian,0,0,0,1,(F3),0,0
Male,22,Caucasian,0,0,0,2,(F3),1,0
Female,29,Caucasian,0,0,0,1,(M1),1,1
Female,29,Caucasian,0,0,0,1,(M1),1,1
Female,29,Caucasian,0,0,0,1,(M1),1,1
Female,29,Caucasian,0,0,0,1,(M1),1,1
Female,29,Caucasian,0,0,0,1,(M1),1,1
Female,29,Caucasian,0,0,0,1,(M1),1,1
Male,33,African-American,0,0,0,8,(F3),1,0
Male,38,African-American,0,0,0,0,(F3),0,0
Male,21,African-American,0,0,0,0,(F2),1,0
Male,21,African-American,0,0,0,0,(F2),1,0
Male,38,Caucasian,0,0,0,2,(F3),0,0
Male,59,African-American,0,0,0,22,(F3),1,1
Male,59,African-American,0,0,0,22,(F3),1,1
Male,59,African-American,0,0,0,22,(F3),1,1
Male,59,African-American,0,0,0,22,(F3),1,1
Male,29,Other,0,0,0,4,(M1),1,1
Male,29,Other,0,0,0,4,(M1),1,1
Male,29,Other,0,0,0,4,(M1),1,1
Male,53,Caucasian,0,0,0,0,(M1),0,1
Male,33,African-American,0,0,0,2,(F2),1,1
Male,33,African-American,0,0,0,2,(F2),1,1
Male,45,Caucasian,0,0,0,1,(F3),0,0
Male,58,Caucasian,0,0,0,1,(M1),0,0
Female,20,Caucasian,0,0,0,0,(F3),1,0
Male,53,Caucasian,0,0,0,2,(F3),0,0
Male,55,Caucasian,0,0,0,5,(F3),0,0
Male,32,Caucasian,0,0,0,0,(M2),1,1
Male,32,Caucasian,0,0,0,0,(M2),1,1
Female,25,Caucasian,0,0,0,0,(F3),0,0
Male,44,Caucasian,0,0,0,1,(M1),0,0
Male,27,African-American,0,0,0,7,(F2),1,0
Male,35,African-American,0,0,0,6,(F3),1,1
Male,39,Caucasian,0,0,0,1,(F3),0,0
Male,36,Hispanic,0,0,0,1,(M1),1,0
Female,42,Caucasian,0,0,0,5,(M1),0,1
Female,42,Caucasian,0,0,0,5,(M1),0,1
Female,42,Caucasian,0,0,0,5,(M1),0,1
Female,42,Caucasian,0,0,0,5,(M1),0,1
Female,42,Caucasian,0,0,0,5,(M1),0,1
Female,42,Caucasian,0,0,0,5,(M1),0,1
Male,37,African-American,0,0,0,0,(M2),0,0
Male,39,Caucasian,0,0,0,0,(F3),0,0
Female,52,Caucasian,0,0,0,3,(M2),0,0
Male,42,African-American,0,0,0,10,(F3),1,0
Male,42,African-American,0,0,0,10,(F3),1,0
Male,60,Other,0,0,0,1,(M1),0,0
Male,37,Hispanic,0,0,0,2,(M1),0,1
Male,42,Caucasian,0,0,0,4,(F3),0,1
Male,42,Caucasian,0,0,0,4,(F3),0,1
Male,20,Hispanic,0,0,0,0,(M1),0,0
Male,52,African-American,3,0,0,23,(F3),1,0
Male,35,Caucasian,0,0,0,0,(F3),0,0
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Male,23,African-American,0,0,0,6,(F3),1,1
Female,42,African-American,0,0,0,0,(M1),0,1
Female,42,African-American,0,0,0,0,(M1),0,1
Male,36,Caucasian,0,0,0,7,(M2),1,0
Male,36,Caucasian,0,0,0,7,(M2),1,0
Male,36,Caucasian,0,0,0,7,(M2),1,0
Male,28,African-American,0,0,0,5,(F3),0,0
Male,38,Caucasian,0,0,0,12,(F2),1,0
Female,43,African-American,0,0,0,2,(F3),0,1
Female,43,African-American,0,0,0,2,(F3),0,1
Male,45,African-American,0,0,0,6,(F3),0,0
Male,45,African-American,0,0,0,6,(F3),0,0
Male,42,African-American,0,0,0,0,(F3),1,0
Female,25,Caucasian,0,0,0,0,(M1),0,0
Male,25,Caucasian,2,12,7,19,(F2),1,0
Male,32,African-American,0,0,0,7,(F3),1,1
Male,32,African-American,0,0,0,7,(F3),1,1
Male,32,African-American,0,0,0,7,(F3),1,1
Male,32,African-American,0,0,0,7,(F3),1,1
Male,32,African-American,0,0,0,7,(F3),1,1
Male,32,African-American,0,0,0,7,(F3),1,1
Male,32,African-American,0,0,0,7,(F3),1,1
Male,32,African-American,0,0,0,7,(F3),1,1
Male,21,African-American,0,0,0,0,(F3),1,1
Female,35,Caucasian,0,0,0,1,(M1),1,0
Male,37,Caucasian,0,0,0,0,(F3),1,0
Male,33,African-American,0,3,1,21,(F3),1,0
Male,33,African-American,0,3,1,21,(F3),1,0
Male,28,African-American,0,0,0,14,(F3),0,0
Male,33,Caucasian,0,0,0,2,(F2),0,0
Male,33,Caucasian,0,0,0,2,(F2),0,0
Male,33,Caucasian,0,0,0,2,(F2),0,0
Female,33,African-American,0,0,0,2,(F3),0,0
Female,51,Caucasian,0,0,0,4,(F2),0,0
Female,51,Caucasian,0,0,0,4,(F2),0,0
Female,51,Caucasian,0,0,0,4,(F2),0,0
Female,51,Caucasian,0,0,0,4,(F2),0,0
Male,39,Caucasian,0,0,0,3,(F3),0,1
Male,39,Caucasian,0,0,0,3,(F3),0,1
Male,35,Hispanic,0,0,0,5,(M1),1,1
Male,40,African-American,0,0,0,3,(F3),1,0
Male,32,African-American,0,0,0,17,(F3),1,1
Male,32,African-American,0,0,0,17,(F3),1,1
Male,32,Caucasian,0,0,0,3,(F3),1,1
Male,32,Caucasian,0,0,0,3,(F3),1,1
Male,32,Caucasian,0,0,0,3,(F3),1,1
Male,32,Caucasian,0,0,0,3,(F3),1,1
Male,37,Other,0,0,0,0,(M1),0,0
Male,32,African-American,0,0,0,10,(F3),1,1
Female,25,Hispanic,0,0,1,0,(M1),0,0
Male,47,Caucasian,0,0,0,5,(M1),0,1
Female,23,Caucasian,0,0,0,0,(MO3),1,0
Male,63,Caucasian,0,0,0,10,(F3),0,1
Male,63,Caucasian,0,0,0,10,(F3),0,1
Male,38,African-American,0,1,0,16,(F1),1,1
Male,24,African-American,0,0,0,5,(F3),1,0
Male,24,African-American,0,0,0,5,(F3),1,0
Male,32,African-American,0,0,0,6,(M1),1,1
Male,32,African-American,0,0,0,6,(M1),1,1
Male,32,African-American,0,0,0,6,(M1),1,1
Male,32,African-American,0,0,0,6,(M1),1,1
Male,31,African-American,0,0,0,4,(F3),1,1
Male,31,African-American,0,0,0,4,(F3),1,1
Male,25,Caucasian,0,0,1,0,(M1),0,0
Male,34,Other,0,0,0,0,(M1),0,0
Male,23,African-American,0,0,0,0,(F3),0,0
Male,38,Hispanic,0,0,0,1,(M2),1,0
Female,47,Caucasian,0,0,0,0,(M1),0,0
Male,33,Caucasian,0,0,0,1,(F3),1,1
Male,33,Caucasian,0,0,0,1,(F3),1,1
Male,35,African-American,0,0,0,5,(F3),1,0
Male,35,African-American,0,0,0,5,(F3),1,0
Male,22,Caucasian,0,0,0,1,(F3),0,1
Male,40,Caucasian,0,0,0,0,(M1),0,1
Male,40,Caucasian,0,0,0,0,(M1),0,1
Male,36,African-American,10,0,0,14,(F3),1,1
Male,36,African-American,10,0,0,14,(F3),1,1
Male,36,African-American,10,0,0,14,(F3),1,1
Male,46,African-American,0,0,0,1,(F3),0,0
Female,65,Caucasian,0,0,0,0,(M1),0,0
Female,22,African-American,0,0,0,0,(M1),0,0
Male,34,Hispanic,0,0,0,0,(M1),0,0
Female,38,Hispanic,0,0,0,0,(F3),0,0
Female,26,Caucasian,0,0,0,4,(F3),0,1
Female,26,Caucasian,0,0,0,4,(F3),0,1
Female,26,Caucasian,0,0,0,4,(F3),0,1
Female,26,Caucasian,0,0,0,4,(F3),0,1
Male,20,Hispanic,0,0,0,0,(M1),0,1
Male,20,Hispanic,0,0,0,0,(M1),0,1
Female,29,Caucasian,0,0,0,3,(M1),1,0
Male,49,Hispanic,0,0,0,0,(F3),0,0
Male,35,Caucasian,0,0,0,1,(M1),0,0
Male,44,African-American,0,0,0,0,(M2),0,0
Male,25,Caucasian,0,0,0,1,(F3),0,0
Male,25,Caucasian,0,0,0,1,(F3),0,0
Male,25,Caucasian,0,0,0,1,(F3),0,0
Male,25,Caucasian,0,0,0,1,(F3),0,0
Male,28,African-American,0,0,0,1,(F3),0,0
Male,28,African-American,0,0,0,1,(F3),0,0
Male,34,African-American,0,0,0,2,(M1),0,0
Male,52,Caucasian,0,0,0,2,(F3),1,1
Male,52,Caucasian,0,0,0,2,(F3),1,1
Male,25,Other,0,0,0,2,(M1),0,1
Male,25,Other,0,0,0,2,(M1),0,1
Male,25,Other,0,0,0,2,(M1),0,1
Male,33,African-American,0,1,0,5,(F1),0,0
Male,33,African-American,0,1,0,5,(F1),0,0
Male,23,African-American,0,0,0,0,(F3),0,0
Male,34,African-American,0,0,0,5,(F3),0,0
Male,33,African-American,0,0,0,1,(M1),0,1
Male,21,African-American,0,1,2,1,(F3),1,0
Male,21,African-American,0,1,2,1,(F3),1,0
Male,21,African-American,0,1,2,1,(F3),1,0
Male,21,African-American,0,1,2,1,(F3),1,0
Male,46,African-American,0,0,0,9,(F3),0,0
Male,57,Caucasian,0,0,0,1,(M1),0,0
Male,57,Caucasian,0,0,0,1,(M1),0,0
Male,57,Caucasian,0,0,0,1,(M1),0,0
Male,22,African-American,0,0,1,2,(F3),0,1
Male,22,African-American,0,0,1,2,(F3),0,1
Male,22,African-American,0,0,1,2,(F3),0,1
Male,22,African-American,0,0,1,2,(F3),0,1
Female,48,Caucasian,0,0,0,1,(M1),0,1
Female,48,Caucasian,0,0,0,1,(M1),0,1
Male,40,African-American,0,0,0,21,(F3),1,0
Female,30,African-American,0,0,0,1,(F2),0,0
Male,21,Caucasian,0,1,0,4,(M1),1,1
Female,39,African-American,0,2,0,22,(F3),1,1
Female,33,Caucasian,0,0,0,0,(M1),1,1
Female,33,Caucasian,0,0,0,0,(M1),1,1
Female,33,Caucasian,0,0,0,0,(M1),1,1
Female,33,Caucasian,0,0,0,0,(M1),1,1
Female,33,Caucasian,0,0,0,0,(M1),1,1
Female,33,Caucasian,0,0,0,0,(M1),1,1
Male,24,African-American,0,0,0,0,(F3),0,0
Male,43,African-American,0,0,0,0,(F3),0,1
Female,45,Caucasian,0,0,0,0,(M1),0,0
Male,28,Caucasian,0,0,0,0,(F3),0,0
Male,51,African-American,0,0,0,3,(F3),0,0
Male,31,African-American,0,0,0,9,(M1),1,1
Male,31,African-American,0,0,0,9,(M1),1,1
Male,31,African-American,0,0,0,9,(M1),1,1
Male,27,Caucasian,0,0,0,0,(M1),0,0
Male,32,African-American,0,0,0,1,(F3),0,0
Male,49,Caucasian,0,0,0,0,(M1),0,0
Female,44,African-American,0,0,0,0,(M1),0,0
Male,29,African-American,0,0,0,2,(F3),0,0
Female,52,Caucasian,0,0,0,0,(M1),0,0
Male,23,African-American,0,1,0,2,(F2),1,1
Male,23,African-American,0,1,0,2,(F2),1,1
Male,23,African-American,0,1,0,2,(F2),1,1
Male,23,African-American,0,1,0,2,(F2),1,1
Male,30,Asian,0,0,0,6,(M1),0,1
Male,19,African-American,0,0,0,1,(F1),0,0
Male,19,African-American,0,0,0,1,(F1),0,0
Male,30,Caucasian,0,0,0,0,(M1),0,0
Male,30,Caucasian,0,0,0,0,(M1),0,0
Male,34,African-American,0,0,0,13,(F3),0,1
Male,34,African-American,0,0,0,13,(F3),0,1
Male,33,African-American,0,0,0,4,(F3),1,0
Male,33,African-American,0,0,0,4,(F3),1,0
Male,28,African-American,0,0,0,1,(M1),0,0
Female,42,African-American,0,0,0,5,(M2),1,0
Male,29,African-American,0,0,0,1,(F3),1,0
Male,38,Caucasian,0,0,0,0,(M1),0,0
Male,37,Caucasian,0,0,0,0,(F3),0,0
Female,33,Caucasian,0,0,0,0,(M1),0,1
Female,33,Caucasian,0,0,0,0,(M1),0,1
Male,30,Hispanic,0,0,0,0,(F2),0,0
Male,40,African-American,0,0,0,0,(F1),0,0
Male,40,African-American,0,0,0,0,(F1),0,0
Male,51,African-American,1,0,1,19,(F3),1,0
Male,51,African-American,1,0,1,19,(F3),1,0
Female,42,African-American,0,0,0,3,(F3),1,0
Female,42,African-American,0,0,0,3,(F3),1,0
Male,65,African-American,0,0,0,7,(M1),1,0
Male,65,African-American,0,0,0,7,(M1),1,0
Female,32,African-American,0,0,0,1,(M1),0,0
Female,38,Caucasian,0,0,0,5,(F3),0,0
Female,38,Caucasian,0,0,0,5,(F3),0,0
Male,23,African-American,0,0,0,0,(F2),1,0
Male,23,African-American,0,0,0,0,(F2),1,0
Male,38,Caucasian,0,0,0,5,(F3),1,1
Male,38,Caucasian,0,0,0,5,(F3),1,1
Male,38,Caucasian,0,0,0,5,(F3),1,1
Male,38,Caucasian,0,0,0,5,(F3),1,1
Male,35,African-American,0,0,0,1,(F3),0,0
Male,35,African-American,0,0,0,1,(F3),0,0
Male,57,Caucasian,0,0,0,1,(F2),0,0
Male,25,Hispanic,0,0,0,1,(F3),1,0
Male,26,Caucasian,0,0,0,1,(F3),0,0
Male,39,Hispanic,0,0,0,0,(M1),0,0
Female,36,African-American,2,0,0,4,(M1),1,1
Female,36,African-American,2,0,0,4,(M1),1,1
Female,25,African-American,0,0,0,7,(F3),0,0
Female,31,Caucasian,0,0,0,1,(F3),0,0
Female,33,Hispanic,0,0,0,2,(F3),0,1
Female,33,Hispanic,0,0,0,2,(F3),0,1
Female,33,Hispanic,0,0,0,2,(F3),0,1
Male,40,Caucasian,0,0,0,2,(F3),0,0
Male,35,Caucasian,0,0,0,3,(F3),1,1
Male,33,African-American,0,0,0,0,(F3),0,0
Male,33,African-American,0,0,0,0,(F3),0,0
Female,26,African-American,0,0,0,0,(M1),1,0
Male,47,Caucasian,0,0,0,0,(M1),0,0
Male,55,Other,0,0,0,2,(F3),0,0
Female,53,Hispanic,0,0,0,0,(M1),0,0
Male,22,Caucasian,0,0,0,0,(F3),1,0
Male,22,Caucasian,0,0,0,0,(F3),1,0
Male,35,Caucasian,0,0,0,1,(M2),0,1
Female,36,African-American,0,0,0,1,(F3),0,1
Female,36,African-American,0,0,0,1,(F3),0,1
Female,36,African-American,0,0,0,1,(F3),0,1
Male,33,Hispanic,0,0,0,0,(M1),0,0
Female,25,Caucasian,0,0,0,0,(M1),0,0
Male,52,Hispanic,0,0,0,10,(F3),1,0
Male,52,Hispanic,0,0,0,10,(F3),1,0
Male,51,Caucasian,0,0,0,6,(F3),0,1
Male,51,Caucasian,0,0,0,6,(F3),0,1
Male,51,Caucasian,0,0,0,6,(F3),0,1
Male,29,Caucasian,0,0,0,2,(F2),1,0
Male,24,African-American,0,0,4,8,(F3),1,1
Male,32,Caucasian,0,0,0,0,(F3),0,1
Male,32,Caucasian,0,0,0,0,(F3),0,1
Female,39,African-American,0,0,0,1,(F3),0,0
Female,39,African-American,0,0,0,1,(F3),0,0
Male,43,African-American,0,0,0,8,(F3),1,1
Male,43,African-American,0,0,0,8,(F3),1,1
Male,45,African-American,1,0,1,20,(M2),1,1
Male,45,African-American,1,0,1,20,(M2),1,1
Male,42,African-American,0,0,0,10,(M2),1,1
Male,42,African-American,0,0,0,10,(M2),1,1
Male,22,African-American,0,0,0,1,(F3),1,1
Male,49,African-American,0,0,0,4,(F3),0,0
Male,49,African-American,0,0,0,4,(F3),0,0
Male,42,African-American,0,0,0,0,(F3),0,1
Male,42,African-American,0,0,0,0,(F3),0,1
Male,40,Caucasian,0,0,0,0,(M2),1,1
Male,40,Caucasian,0,0,0,0,(M1),0,0
Male,25,African-American,0,1,0,2,(F3),1,1
Male,25,African-American,0,1,0,2,(F3),1,1
Male,25,African-American,0,1,0,2,(F3),1,1
Male,25,African-American,0,1,0,2,(F3),1,1
Male,25,African-American,0,1,0,2,(F3),1,1
Male,25,Caucasian,0,0,0,0,(M1),1,1
Male,25,Caucasian,0,0,0,0,(M1),1,1
Male,25,Caucasian,0,0,0,0,(M1),1,1
Male,23,African-American,0,0,0,0,(F3),1,0
Male,23,African-American,0,0,0,0,(F3),1,0
Male,21,Caucasian,0,0,0,2,(F3),1,1
Male,21,Caucasian,0,0,0,2,(F3),1,1
Male,21,Caucasian,0,0,0,2,(F3),1,1
Male,31,Caucasian,0,0,0,3,(M1),1,0
Female,37,Caucasian,0,0,0,0,(M1),0,0
Female,36,African-American,0,0,0,1,(M2),0,0
Female,28,African-American,0,0,0,0,(M1),0,0
Male,24,African-American,0,0,0,11,(F3),1,1
Male,24,African-American,0,0,0,11,(F3),1,1
Male,24,African-American,0,0,0,11,(F3),1,1
Male,24,African-American,0,0,0,11,(F3),1,1
Male,45,Caucasian,0,0,0,0,(F3),0,0
Male,45,Caucasian,0,0,0,0,(F3),0,0
Male,23,African-American,0,0,0,2,(M1),0,1
Male,23,African-American,0,0,0,2,(M1),0,1
Male,39,African-American,0,0,0,7,(F2),1,1
Male,25,African-American,0,1,1,2,(M2),0,0
Male,24,African-American,0,1,0,1,(F3),0,0
Male,46,Caucasian,0,0,0,1,(F3),0,0
Male,46,Caucasian,0,0,0,1,(F3),0,0
Male,47,Caucasian,0,0,0,3,(F3),0,0
Male,22,African-American,0,0,1,1,(M1),0,1
Female,34,Caucasian,0,0,0,0,(M1),0,0
Male,33,Caucasian,0,0,0,0,(M1),0,1
Male,33,Caucasian,0,0,0,0,(M1),0,1
Male,35,African-American,0,0,0,7,(F3),0,0
Male,35,African-American,0,0,0,7,(F3),0,0
Male,29,African-American,0,0,1,16,(F3),1,1
Male,29,African-American,0,0,1,16,(F3),1,1
Male,29,African-American,0,0,1,16,(F3),1,1
Female,38,Hispanic,0,0,0,1,(F3),0,0
Male,26,African-American,0,0,1,3,(F3),1,0
Male,34,Hispanic,0,0,0,3,(M1),0,0
Male,34,Hispanic,0,0,0,3,(M1),0,0
Male,34,Hispanic,0,0,0,3,(M1),0,0
Male,34,Hispanic,0,0,0,3,(M1),0,0
Male,29,African-American,0,0,0,0,(M1),1,0
Female,25,Caucasian,0,0,0,2,(M2),0,1
Male,34,Caucasian,0,0,0,16,(F3),1,1
Female,55,African-American,0,0,0,1,(F3),0,0
Male,27,African-American,0,0,0,0,(F2),0,1
Male,27,African-American,0,0,0,0,(F2),0,1
Male,26,African-American,0,0,0,0,(MO3),0,0
Male,20,Caucasian,3,0,1,3,(F3),1,0
Male,20,Caucasian,3,0,1,3,(F3),1,0
Male,20,Caucasian,3,0,1,3,(F3),1,0
Male,39,African-American,2,2,1,19,(F3),1,1
Male,39,African-American,2,2,1,19,(F3),1,1
Male,39,African-American,2,2,1,19,(F3),1,1
Male,24,African-American,0,0,0,1,(F3),1,0
Male,29,Caucasian,0,0,0,0,(M1),0,0
Male,46,Caucasian,0,0,0,0,(F3),0,0
Male,51,African-American,0,0,0,0,(F3),0,0
Male,50,African-American,0,0,0,13,(F3),0,1
Male,50,African-American,0,0,0,13,(F3),0,1
Male,50,African-American,0,0,0,13,(F3),0,1
Male,25,Hispanic,0,0,0,2,(F3),1,1
Male,25,Hispanic,0,0,0,2,(F3),1,1
Male,25,Hispanic,0,0,0,2,(F3),1,1
Male,25,Hispanic,0,0,0,2,(F3),1,1
Male,31,African-American,0,0,0,4,(F3),1,1
Male,31,African-American,0,0,0,4,(F3),1,1
Male,31,Other,0,0,0,0,(M1),0,0
Male,26,Caucasian,1,0,0,2,(F3),1,1
Male,26,Caucasian,1,0,0,2,(F3),1,1
Male,44,Caucasian,0,0,0,0,(M1),0,0
Male,54,Caucasian,0,0,0,2,(F3),0,0
Male,50,African-American,0,0,0,5,(F3),0,0
Male,33,African-American,0,0,0,14,(F3),1,1
Male,43,Caucasian,0,0,0,0,(F3),0,0
Male,22,African-American,0,0,0,0,(M2),0,1
Male,35,African-American,0,1,0,8,(F3),1,1
Male,35,African-American,0,1,0,8,(F3),1,1
Female,30,Other,0,0,0,4,(F3),1,1
Female,30,Other,0,0,0,4,(F3),1,1
Female,34,Caucasian,0,0,0,1,(F3),0,0
Male,25,African-American,0,0,0,0,(F3),0,0
Male,25,African-American,0,0,0,0,(F2),1,0
Male,44,African-American,0,0,0,0,(F3),0,1
Male,44,African-American,0,0,0,0,(F3),0,1
Female,29,Caucasian,0,0,0,2,(F3),1,1
Female,29,Caucasian,0,0,0,2,(F3),1,1
Female,29,Caucasian,0,0,0,2,(F3),1,1
Male,46,Caucasian,0,0,0,2,(F2),0,1
Male,46,Caucasian,0,0,0,2,(F2),0,1
Male,46,Caucasian,0,0,0,2,(F2),0,1
Male,46,Caucasian,0,0,0,2,(F2),0,1
Male,46,Caucasian,0,0,0,2,(F2),0,1
Male,53,Caucasian,0,0,0,0,(M1),0,0
Male,24,African-American,0,0,0,2,(F3),1,1
Male,27,Hispanic,0,0,0,0,(M1),0,0
Male,27,Hispanic,0,0,0,0,(M1),0,0
Female,52,African-American,0,0,0,2,(F3),0,1
Male,27,African-American,0,0,0,0,(M1),0,1
Male,41,Caucasian,0,0,0,0,(F3),0,0
Female,21,African-American,0,0,0,0,(F3),1,1
Female,21,African-American,0,0,0,0,(F3),1,1
Male,23,African-American,0,1,0,6,(M1),1,0
Male,23,African-American,0,1,0,6,(M1),1,0
Male,42,African-American,0,0,0,4,(F3),0,0
Male,24,Caucasian,0,0,0,1,(F3),0,0
Male,62,Caucasian,0,0,0,6,(F3),0,0
Male,23,Caucasian,0,0,0,0,(M1),0,0
Male,42,African-American,0,0,0,0,(F3),0,0
Male,24,African-American,5,0,0,5,(F3),1,1
Male,24,African-American,5,0,0,5,(F3),1,1
Female,29,African-American,0,0,0,1,(F3),1,0
Male,26,African-American,0,0,0,4,(F3),1,1
Male,26,African-American,0,0,0,4,(F3),1,1
Male,26,African-American,0,0,0,4,(F3),1,1
Male,26,African-American,0,0,0,4,(F3),1,1
Male,50,Caucasian,0,0,0,9,(F3),0,1
Male,50,Caucasian,0,0,0,9,(F3),0,1
Female,32,African-American,0,0,0,3,(M1),1,0
Male,40,African-American,0,0,0,13,(F3),1,0
Male,40,African-American,0,0,0,13,(F3),1,0
Male,40,African-American,0,0,0,13,(F3),1,0
Male,42,Caucasian,0,0,0,4,(F3),0,0
Male,56,African-American,0,0,0,18,(F2),1,0
Male,56,African-American,0,0,0,18,(F2),1,0
Male,39,African-American,1,0,0,6,(M1),1,0
Male,52,Caucasian,0,0,0,4,(M1),0,0
Male,27,African-American,0,0,0,2,(F3),0,0
Male,27,African-American,0,0,0,2,(F3),0,0
Male,23,Caucasian,0,0,0,0,(F3),1,1
Male,37,African-American,0,0,0,22,(M2),1,1
Male,37,African-American,0,0,0,22,(M2),1,1
Male,32,African-American,0,0,0,1,(M1),0,1
Male,52,Caucasian,0,0,0,4,(M1),0,1
Male,52,Caucasian,0,0,0,4,(M1),0,1
Female,52,African-American,0,0,0,1,(F3),0,0
Male,29,Caucasian,0,0,0,2,(F3),0,0
Male,63,Caucasian,0,0,0,0,(F3),0,0
Male,49,African-American,0,0,0,0,(M2),0,0
Male,20,African-American,0,0,1,0,(F3),0,0
Male,50,Caucasian,0,0,0,0,(F2),0,0
Male,26,Caucasian,0,0,0,2,(F3),0,1
Female,34,Caucasian,0,0,0,0,(F3),1,1
Female,28,Caucasian,0,0,0,1,(F3),1,1
Female,28,Caucasian,0,0,0,1,(F3),1,1
Female,28,Caucasian,0,0,0,1,(F3),1,1
Male,30,African-American,0,0,0,0,(F3),0,1
Male,30,African-American,0,0,0,0,(F3),0,1
Male,24,African-American,0,0,0,3,(F3),0,1
Male,24,African-American,0,0,0,3,(F3),0,1
Male,24,African-American,0,0,0,3,(F3),0,1
Male,44,African-American,0,0,0,0,(M1),1,0
Male,44,African-American,0,0,0,0,(M1),1,0
Male,25,African-American,0,0,0,0,(M1),0,1
Male,25,African-American,0,0,0,4,(M1),0,1
Male,45,Caucasian,0,0,0,2,(F3),0,0
Male,53,Hispanic,0,0,0,1,(F3),1,0
Male,26,Caucasian,0,0,0,1,(F3),1,1
Male,26,Caucasian,0,0,0,1,(F3),1,1
Male,26,Caucasian,0,0,0,1,(F3),1,1
Male,37,Other,0,0,0,2,(F3),0,0
Male,71,Caucasian,0,0,0,0,(F3),0,0
Male,24,Hispanic,0,0,0,0,(M1),0,0
Male,40,Caucasian,0,0,0,2,(M2),0,0
Female,33,Hispanic,0,0,0,0,(F2),0,0
Male,53,Hispanic,0,0,0,18,(F3),0,0
Male,55,Hispanic,0,0,0,0,(M1),0,0
Male,34,Caucasian,0,0,0,0,(M1),0,0
Male,30,Other,0,0,0,6,(F3),1,1
Male,21,African-American,0,0,0,1,(F2),1,1
Male,21,African-American,0,0,0,1,(F2),1,1
Male,21,African-American,0,0,0,1,(F2),1,1
Male,44,Caucasian,0,0,0,2,(F3),1,0
Male,44,Caucasian,0,0,0,2,(F3),1,0
Male,55,Caucasian,0,0,0,0,(M1),0,0
Male,27,Hispanic,0,0,0,0,(M1),0,0
Male,22,Hispanic,0,0,0,1,(F2),0,0
Male,22,Caucasian,0,0,0,1,(F2),0,1
Male,22,Caucasian,0,0,0,1,(F2),0,1
Male,22,Caucasian,0,0,0,1,(F2),0,1
Male,22,Caucasian,0,0,0,1,(F2),0,1
Male,22,Caucasian,0,0,0,1,(F2),0,1
Female,23,African-American,0,0,0,1,(F3),0,0
Male,25,Hispanic,0,0,0,2,(M2),0,0
Male,57,Caucasian,0,0,0,9,(F3),0,1
Male,57,Caucasian,0,0,0,9,(F3),0,1
Male,57,Caucasian,0,0,0,9,(F3),0,1
Male,57,Caucasian,0,0,0,9,(F3),0,1
Male,33,Caucasian,0,0,0,0,(M1),0,1
Male,33,Caucasian,0,0,0,0,(M1),0,1
Male,33,Caucasian,0,0,0,0,(M1),0,1
Male,32,Caucasian,0,0,0,2,(F3),0,0
Male,32,Caucasian,0,0,0,2,(F3),0,0
Male,47,Caucasian,0,0,0,3,(F3),0,0
Male,47,Caucasian,0,0,0,3,(F3),0,0
Female,43,Caucasian,0,0,0,1,(F3),1,0
Male,51,Caucasian,0,0,0,6,(M1),0,1
Male,51,Caucasian,0,0,0,6,(M1),0,1
Male,51,Caucasian,0,0,0,6,(M1),0,1
Male,22,African-American,0,1,0,1,(F2),1,0
Male,47,Caucasian,0,0,0,2,(F2),0,0
Male,28,Caucasian,0,0,0,1,(F3),0,1
Male,28,Caucasian,0,0,0,1,(F3),0,1
Male,28,African-American,0,0,0,5,(F3),1,0
Male,28,African-American,0,0,0,5,(F3),1,0
Female,29,Caucasian,0,0,0,0,(F3),0,0
Female,44,Caucasian,0,0,0,1,(M1),0,1
Female,44,Caucasian,0,0,0,1,(M1),0,1
Male,25,African-American,0,0,0,0,(F3),0,1
Male,25,African-American,0,0,0,0,(F3),0,1
Male,34,African-American,0,0,0,4,(M1),0,0
Male,65,Caucasian,0,0,0,0,(M1),0,0
Male,65,Caucasian,0,0,0,0,(M1),0,0
Female,20,Caucasian,0,0,0,0,(F3),0,0
Male,33,Caucasian,0,0,0,5,(F3),1,1
Male,33,Caucasian,0,0,0,5,(F3),1,1
Male,33,Caucasian,0,0,0,5,(F3),1,1
Female,23,Caucasian,0,0,0,0,(M1),0,0
Female,44,Caucasian,0,0,0,0,(M1),0,0
Male,66,Other,0,0,0,0,(F3),0,0
